proof_b7_oi_balance_after_trade	PASS	33.669132
proof_f8_loss_seniority_in_touch	PASS	48.453053
proof_a7_fee_credits_bounds_after_trade	PASS	46.483295
proof_a2_reserve_bounds_after_set_pnl	PASS	13.860745
v19_accrue_market_envelope_enforces_goal52_bound	PASS	19.616707
v19_reclaim_envelope_accept_within_bound	PASS	20.379063
v19_reclaim_envelope_rejection_is_pre_mutation	PASS	10.093673
proof_audit4_deposit_fee_credits_max_tvl	PASS	10.052712
proof_audit4_add_user_atomic_on_tvl_failure	PASS	7.3635077
proof_audit4_add_user_atomic_on_failure	PASS	3.8451276
proof_audit2_deposit_existing_accepts_small_topup	PASS	4.4233556
proof_audit2_deposit_rejects_zero_amount_for_missing	PASS	13.278143
proof_audit2_deposit_materializes_missing_account	PASS	3.2766502
proof_property_52_convert_released_pnl_instruction	PASS	10.215232
proof_property_50_flat_only_auto_conversion	PASS	43.044384
proof_property_49_profit_conversion_reserve_preservation	PASS	30.664032
proof_property_44_deposit_true_flat_guard	PASS	23.876778
proof_property_31_missing_account_safety	PASS	16.850874
proof_property_51_withdraw_any_partial_ok	PASS	26.33046
proof_property_23_deposit_materialization_threshold	PASS	142.903
proof_solvent_flat_close_succeeds	PASS	16.736347
proof_flat_close_shortfall_non_worsening	PASS	31.7796
proof_fee_shortfall_routes_to_fee_credits	PASS	9.257287
t14_65_dust_bound_end_to_end_clearance	PASS	8.943485
t14_64_dust_bound_full_drain_reset_zeroes	PASS	99.79475
t14_63_dust_bound_position_reattach_remainder	PASS	2.3687508
t14_62_dust_bound_same_epoch_zeroing	PASS	442.24426
t14_61_dust_bound_adl_a_truncation_sufficient	PASS	15.583728
t12_53_adl_truncation_dust_must_not_deadlock	PASS	26.950903
t13_60_unconditional_dust_bound_on_any_a_decay	PASS	73.96327
t13_58_unilateral_empty_short_side	PASS	12.325987
t13_57_unilateral_empty_corruption_guard	PASS	2.4609017
t13_56_unilateral_empty_orphan_resolution	PASS	2.0958014
t13_55_empty_opposing_side_deficit_fallback	PASS	2.708793
proof_finalize_side_reset_requires_conditions	PASS	2.9138925
proof_begin_full_drain_reset	PASS	2.9059916
t5_24_dynamic_dust_bound_sufficient	PASS	3.1069746
t11_54_worked_example_regression	PASS	23.268045
t11_52_touch_account_full_restart_fee_seniority	PASS	312.08664
t11_51_execute_trade_slippage_zero_sum	PASS	64.82996
t11_50_execute_trade_atomic_oi_update_sign_flip	PASS	0.13180235
t11_42_dynamic_dust_bound_inductive	PASS	14.8901005
t11_41_attach_effective_position_remainder_accounting	PASS	26.48686
t11_40_non_compounding_quantity_basis_two_touches	PASS	13.022831
t11_39_same_epoch_settle_idempotent_real_engine	PASS	22.216013
t10_38_accrue_funding_payer_driven	PASS	21.082209
t10_37_accrue_mark_matches_eager	PASS	39.116142
t9_36_fee_seniority_after_restart	PASS	56.258236
t9_35_warmup_release_monotone_in_time	PASS	14.307415
t6_26b_full_drain_reset_nonzero_k_diff	PASS	12.412952
t3_19_finalize_side_reset_requires_all_stale_touched	PASS	19.073778
t3_18_dust_bound_reset_in_begin_full_drain	PASS	2.3326547
t3_17_clean_empty_engine_no_retrigger	PASS	2.2329102
t3_16b_reset_counter_with_nonzero_k_diff	PASS	2.7077506
t3_16_reset_pending_counter_invariant	PASS	429.04782
proof_fee_credits_never_i128_min	PASS	405.7107
proof_attach_effective_position_updates_side_counts	PASS	0.10502556
proof_effective_pos_q_flat_is_zero	PASS	7.458513
proof_effective_pos_q_epoch_mismatch_returns_zero	PASS	35.776054
proof_account_equity_net_nonnegative	PASS	10.025281
proof_side_mode_gating	PASS	8.704892
proof_set_position_basis_q_count_tracking	PASS	2.531714
proof_absorb_protocol_loss_drains_to_zero	PASS	5.568051
proof_haircut_ratio_no_division_by_zero	PASS	2.277967
proof_check_conservation_basic	PASS	2.3337603
proof_set_capital_maintains_c_tot	PASS	3.1022985
proof_set_pnl_clamps_reserved_pnl	PASS	10.086959
proof_set_pnl_underflow_safety	PASS	10.185904
proof_set_pnl_maintains_pnl_pos_tot	PASS	14.14259
proof_set_pnl_rejects_i128_min	PASS	54.859406
prop_conservation_holds_after_all_ops	PASS	3.4852111
prop_pnl_pos_tot_agrees_with_recompute	PASS	32.647587
inductive_settle_loss_preserves_accounting	PASS	26.282717
inductive_withdraw_preserves_accounting	PASS	44.956776
inductive_deposit_preserves_accounting	PASS	64.74501
inductive_set_pnl_preserves_pnl_pos_tot_delta	PASS	9.250866
inductive_set_capital_decrease_preserves_accounting	PASS	31.64186
inductive_top_up_insurance_preserves_accounting	PASS	10.099477
t0_4_conservation_check_handles_overflow	PASS	17.247946
t0_3_sat_all_sign_transitions	PASS	1.1651264
t0_3_set_pnl_aggregate_exact	PASS	56.758663
proof_property_43_k_pair_chronology_correctness	PASS	50.953716
t6_26_full_drain_reset_regression	PASS	22.133596
t6_25_pure_pnl_bankruptcy_regression	PASS	372.4658
t6_24_worked_example_regression	PASS	0.55167353
t7_28b_noncompounding_exact_additivity_divisible_increments	PASS	0.19763525
t7_28a_noncompounding_floor_inequality_correct_direction	PASS	11.171727
t3_14b_epoch_mismatch_with_nonzero_k_diff	PASS	11.336364
t3_14_epoch_mismatch_forces_terminal_close	PASS	228.88884
t2_14_compose_mark_adl_mark	PASS	340.22214
t2_12_fold_step_case	PASS	22.193077
t2_12_floor_shift_lemma	PASS	0.62916934
t1_8b_adl_deficit_lazy_conservative_symbolic_a_basis	PASS	362.45273
t1_9_adl_quantity_plus_deficit_lazy_conservative	PASS	40.144638
t1_8_adl_deficit_only_lazy_equals_eager	PASS	1.559249
t1_7_adl_quantity_only_lazy_conservative	PASS	0.7842611
proof_adl_pipeline_trade_liquidate_reopen	PASS	0.36747798
proof_unilateral_empty_orphan_dust_clearance	PASS	314.00745
proof_keeper_reset_lifecycle_last_stale_triggers_finalize	PASS	2.0936353
proof_drain_only_to_reset_progress	PASS	17.22255
t11_53_keeper_crank_quiesces_after_pending_reset	PASS	2.2638376
t11_49_pure_pnl_bankruptcy_path	PASS	319.43362
t11_48_bankruptcy_liquidation_routes_q_when_D_zero	PASS	47.891228
t11_47_precision_exhaustion_terminal_drain	PASS	27.615822
t11_46_enqueue_adl_k_add_overflow_still_routes_quantity	PASS	4.0050907
t11_44_trade_path_reopens_ready_reset_side	PASS	29.077494
t11_43_end_instruction_auto_finalizes_ready_side	PASS	3.0497494
v19_trade_touch_order_is_ascending	PASS	2.3529916
v19_cascade_safety_gate_disabled_preserves_invariants	PASS	0.0957568
proof_convert_released_pnl_exercises_conversion	PASS	256.39948
proof_execute_trade_full_margin_enforcement	PASS	32.43547
proof_symbolic_margin_enforcement_on_reduce	PASS	192.65182
proof_convert_released_pnl_conservation	PASS	43.96934
bounded_trade_conservation_symbolic_size	PASS	51.257515
proof_close_account_fee_forgiveness_bounded	PASS	67.31618
proof_sign_flip_trade_conserves	PASS	17.56876
proof_partial_liquidation_can_succeed	PASS	29.51783
bounded_trade_conservation_with_fees	PASS	32.525322
proof_audit5_reclaim_rejects_live_capital	PASS	32.98325
proof_audit5_reclaim_rejects_open_position	PASS	4.6652126
proof_audit5_reclaim_requires_zero_capital	PASS	4.751993
proof_audit5_reclaim_empty_account_basic	PASS	10.093746
proof_audit5_deposit_fee_credits_zero_debt_noop	PASS	8.509236
proof_audit5_deposit_fee_credits_no_positive	PASS	13.353126
proof_audit4_deposit_fee_credits_checked_arithmetic	PASS	8.362929
proof_audit4_deposit_fee_credits_time_monotonicity	PASS	5.8845816
proof_audit4_top_up_insurance_overflow	PASS	16.14317
proof_audit4_top_up_insurance_no_panic	PASS	3.403246
proof_audit4_materialize_at_freelist_integrity	PASS	7.8908887
proof_audit4_init_in_place_canonical	PASS	26.111273
